debtor,tuition,gender,scholarship,units_1_approved,units_1_grade,units_2_approved,units_2_grade,target
0,1,0,1,5,11,5,12,Graduate
0,1,0,0,7,13,8,13,Graduate
0,1,0,0,10,13,10,11,Dropout
0,1,0,0,4,13,7,13,Enrolled
0,1,0,0,6,14,5,13,Graduate
0,1,0,0,6,14,3,13,Enrolled
0,1,0,1,5,14,6,15,Graduate
0,1,0,1,4,11,5,13,Graduate
0,1,0,1,6,11,6,12,Graduate
0,1,0,1,3,13,5,13,Graduate
0,1,0,0,6,14,6,14,Graduate
0,1,0,1,8,14,8,14,Graduate
0,1,0,1,4,12,4,12,Graduate
0,1,0,1,8,15,8,15,Graduate
0,1,0,0,0,0,0,0,Enrolled
0,1,0,1,6,13,8,13,Graduate
0,1,0,0,4,11,5,12,Enrolled
0,1,0,0,5,12,5,13,Graduate
0,1,0,0,0,0,0,0,Dropout
1,1,0,0,6,11,4,12,Enrolled
0,1,0,0,5,12,5,12,Graduate
0,1,0,1,0,0,0,0,Dropout
0,1,0,0,6,11,6,12,Graduate
0,1,0,0,6,14,6,13,Graduate
0,1,0,0,6,13,6,13,Graduate
0,1,0,0,1,10,0,0,Dropout
1,0,0,0,14,10,13,11,Graduate
1,0,0,0,6,11,3,10,Dropout
0,1,0,1,6,14,0,0,Dropout
0,1,0,0,6,13,5,13,Graduate
0,1,0,1,6,12,4,12,Dropout
0,0,0,0,0,0,0,0,Dropout
0,1,0,0,5,14,5,13,Graduate
0,1,0,0,6,15,6,14,Graduate
0,1,0,1,6,14,6,12,Graduate
0,1,0,0,0,0,0,0,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,1,6,12,6,13,Graduate
0,1,0,0,5,12,5,12,Graduate
1,1,0,0,5,13,5,11,Dropout
1,0,0,0,0,0,0,0,Dropout
0,0,0,0,0,0,0,0,Dropout
0,1,0,0,6,12,6,13,Graduate
0,1,0,0,5,13,5,12,Graduate
0,1,0,0,7,14,8,14,Graduate
0,1,0,0,5,12,5,13,Enrolled
0,1,1,1,6,14,6,14,Graduate
0,0,1,0,0,0,0,0,Dropout
0,0,0,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,6,12,6,12,Graduate
0,1,0,0,2,12,4,12,Enrolled
0,1,1,0,7,12,7,13,Graduate
0,1,1,0,0,0,0,0,Graduate
0,1,1,0,0,0,0,0,Enrolled
0,1,0,1,6,13,6,13,Graduate
0,1,1,0,6,14,6,14,Graduate
0,1,0,0,7,14,8,14,Graduate
1,1,0,0,5,12,0,0,Dropout
0,1,0,0,6,13,4,12,Graduate
0,1,1,0,0,0,0,0,Dropout
1,1,1,1,6,12,6,14,Graduate
0,1,1,0,3,15,4,14,Enrolled
0,1,1,0,2,10,1,10,Dropout
0,1,0,0,2,12,2,12,Dropout
0,1,0,0,5,12,4,12,Graduate
0,1,0,1,6,13,6,12,Graduate
1,0,0,0,3,12,2,11,Dropout
0,1,0,0,7,13,10,12,Graduate
0,1,1,0,6,14,6,14,Graduate
0,1,0,0,6,13,6,12,Graduate
0,1,0,0,6,13,4,13,Graduate
0,1,0,0,6,13,7,13,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,4,14,4,11,Dropout
0,1,0,0,7,13,8,15,Graduate
0,1,0,0,7,13,7,13,Graduate
0,1,0,0,4,11,5,11,Graduate
0,1,0,1,6,11,6,12,Graduate
0,1,0,0,2,10,0,0,Dropout
0,1,0,0,5,13,6,13,Enrolled
0,1,0,1,7,12,8,14,Graduate
0,1,0,1,6,14,6,14,Graduate
1,1,0,1,12,13,11,13,Graduate
0,1,0,0,6,13,2,12,Enrolled
0,1,0,1,5,13,4,11,Graduate
1,0,0,0,4,13,5,12,Dropout
0,1,0,1,7,13,8,14,Graduate
0,1,0,1,7,13,8,13,Graduate
0,1,0,0,7,13,7,13,Graduate
0,1,0,0,5,14,5,11,Graduate
0,1,0,0,5,13,5,13,Graduate
0,1,0,1,6,14,6,15,Graduate
0,1,0,1,6,13,6,13,Graduate
0,1,0,1,6,13,6,13,Graduate
0,1,0,0,5,13,5,11,Enrolled
0,0,1,0,3,10,3,12,Dropout
0,1,0,0,6,13,6,12,Graduate
0,1,0,0,6,13,6,13,Graduate
0,1,0,0,6,13,5,14,Graduate
0,1,0,1,5,15,5,14,Graduate
0,1,0,1,6,14,6,14,Graduate
0,1,0,1,6,14,6,15,Graduate
0,1,0,0,6,12,6,12,Graduate
0,1,0,0,8,14,8,14,Graduate
0,1,0,0,7,13,7,13,Graduate
0,1,0,1,6,14,6,14,Graduate
0,1,0,1,7,12,7,12,Graduate
0,1,0,0,6,14,6,14,Graduate
0,1,0,0,7,14,8,14,Graduate
0,1,0,0,6,15,6,15,Graduate
0,1,0,1,6,14,6,13,Graduate
0,0,0,0,0,0,0,0,Dropout
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,6,15,5,15,Dropout
0,1,0,1,6,13,6,13,Graduate
1,0,0,0,5,11,5,13,Dropout
0,1,0,0,6,14,6,14,Graduate
0,1,0,0,5,12,3,11,Enrolled
0,1,0,0,7,16,7,16,Graduate
0,1,0,0,6,15,6,15,Graduate
0,0,0,0,6,16,5,16,Dropout
0,1,0,0,14,13,12,13,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,5,12,6,12,Graduate
0,1,0,1,8,14,8,14,Graduate
1,1,0,0,6,12,5,12,Dropout
0,1,0,0,5,12,5,12,Enrolled
1,1,0,0,4,11,4,12,Graduate
0,1,0,1,7,13,8,14,Graduate
0,0,0,0,4,12,3,11,Dropout
0,1,0,1,6,12,6,14,Graduate
0,1,0,1,5,12,2,13,Enrolled
0,1,0,0,1,15,4,13,Enrolled
0,1,0,0,6,13,5,13,Graduate
0,1,0,0,2,12,3,12,Enrolled
0,1,0,0,6,14,5,13,Graduate
0,1,0,0,1,13,3,15,Enrolled
0,1,0,1,6,15,6,14,Graduate
0,1,0,0,7,15,8,17,Graduate
1,1,0,0,6,11,6,12,Graduate
0,1,0,0,5,11,4,11,Dropout
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,6,12,6,12,Graduate
0,1,0,0,8,13,8,13,Dropout
0,1,0,0,6,13,5,14,Graduate
0,1,0,0,0,0,0,0,Enrolled
1,0,0,1,2,13,0,0,Dropout
1,1,0,0,5,11,4,12,Graduate
0,1,0,1,5,13,5,12,Graduate
0,1,0,0,5,11,0,0,Dropout
0,1,0,0,0,0,0,0,Graduate
0,1,0,1,0,0,1,10,Dropout
0,1,0,1,6,14,8,14,Dropout
0,0,0,0,6,13,6,13,Dropout
0,1,0,1,0,0,0,0,Dropout
0,1,0,0,6,13,6,13,Graduate
0,1,0,0,6,12,4,13,Enrolled
0,1,0,1,6,12,6,12,Graduate
0,1,0,0,3,11,5,12,Graduate
0,1,0,1,7,14,8,13,Graduate
0,1,0,0,7,14,7,14,Graduate
1,1,0,0,0,0,0,0,Dropout
0,0,0,0,4,12,6,12,Graduate
0,1,0,0,6,12,6,13,Graduate
0,1,0,1,7,12,8,14,Graduate
1,0,0,1,2,13,2,12,Dropout
0,1,0,0,7,12,7,13,Enrolled
0,1,0,0,2,14,5,11,Graduate
0,1,0,0,6,12,6,13,Graduate
0,1,0,0,0,0,0,0,Graduate
0,1,0,0,6,12,6,14,Graduate
1,0,0,0,5,12,5,14,Enrolled
0,1,0,1,5,13,6,13,Graduate
0,1,0,0,6,12,4,13,Graduate
0,1,0,0,5,14,5,15,Graduate
0,1,0,1,6,12,6,14,Graduate
0,1,0,0,7,14,7,13,Graduate
0,1,0,0,3,12,5,12,Enrolled
0,1,0,0,7,14,8,13,Graduate
0,1,0,0,11,13,9,13,Graduate
0,1,0,0,6,15,6,15,Graduate
0,1,0,1,7,15,8,15,Graduate
0,1,0,0,0,0,0,0,Enrolled
0,1,0,0,6,15,6,13,Graduate
0,1,0,0,5,13,5,14,Graduate
0,1,0,1,2,11,3,10,Dropout
0,1,0,1,7,15,7,15,Graduate
1,0,0,0,3,12,4,11,Dropout
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,6,14,7,14,Graduate
0,1,0,0,6,15,6,15,Graduate
0,1,0,0,6,13,6,14,Graduate
0,1,0,1,7,15,7,15,Graduate
0,1,0,0,4,12,5,11,Graduate
0,1,0,0,7,12,8,13,Graduate
0,1,0,0,6,16,6,17,Graduate
0,1,0,0,7,14,7,14,Graduate
0,1,0,0,6,13,6,12,Graduate
0,1,0,0,6,15,3,11,Graduate
1,0,0,0,1,13,0,0,Dropout
0,1,0,1,11,12,11,13,Graduate
0,1,0,0,0,0,0,0,Graduate
0,1,0,0,6,15,6,14,Graduate
1,1,0,0,4,12,2,11,Dropout
0,1,0,0,7,14,8,15,Graduate
0,1,0,0,6,13,6,13,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,1,5,11,6,11,Graduate
0,1,0,1,6,14,8,13,Graduate
0,1,0,0,12,12,10,13,Dropout
0,1,0,0,1,12,2,11,Enrolled
0,1,0,1,4,12,3,12,Graduate
0,1,0,1,6,12,5,11,Enrolled
0,1,0,1,8,13,8,13,Graduate
0,1,0,1,6,11,3,13,Graduate
1,1,1,0,5,12,6,12,Dropout
0,1,1,1,0,0,0,0,Enrolled
0,1,1,0,0,0,0,0,Dropout
1,0,1,0,5,16,4,16,Dropout
0,1,1,0,3,11,3,11,Enrolled
0,1,1,1,0,0,0,0,Graduate
0,1,1,1,4,12,6,12,Enrolled
0,1,1,0,2,11,4,12,Enrolled
0,1,1,0,3,12,4,10,Enrolled
0,1,1,0,3,11,2,10,Dropout
0,1,1,0,0,0,0,0,Dropout
1,0,1,0,4,13,0,0,Dropout
0,1,1,0,7,11,2,13,Graduate
0,1,1,0,5,11,4,13,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,13,5,12,Graduate
0,1,1,1,6,14,6,14,Enrolled
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,3,13,Enrolled
0,1,1,1,3,12,3,11,Enrolled
1,0,1,0,0,0,0,0,Dropout
0,1,1,0,7,13,7,13,Graduate
0,1,1,0,6,14,6,13,Graduate
0,1,1,0,5,10,3,12,Enrolled
0,1,1,0,5,12,3,13,Dropout
1,1,1,0,6,15,6,15,Graduate
0,1,1,0,5,13,8,11,Enrolled
0,1,1,0,6,13,4,14,Graduate
0,1,1,0,5,12,3,11,Dropout
0,1,1,0,6,15,6,14,Graduate
0,1,1,0,6,15,6,15,Graduate
0,1,1,0,7,13,7,13,Graduate
0,1,1,0,7,12,7,13,Graduate
0,1,1,0,4,12,3,12,Enrolled
0,0,1,0,0,0,0,0,Dropout
0,1,1,1,7,15,7,15,Graduate
0,1,1,0,2,11,4,10,Dropout
0,1,1,0,5,13,5,13,Graduate
1,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,14,4,14,Dropout
0,1,1,0,6,12,4,11,Graduate
0,1,1,0,0,0,0,0,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,2,10,0,0,Dropout
0,1,1,0,4,12,3,12,Dropout
0,1,1,1,3,11,4,12,Enrolled
0,1,1,1,0,0,0,0,Graduate
0,1,1,0,4,13,2,13,Enrolled
1,0,1,0,0,0,0,0,Dropout
0,1,1,0,6,11,3,11,Enrolled
1,0,1,0,0,0,0,0,Enrolled
0,1,1,0,6,13,5,12,Graduate
0,1,1,0,4,11,3,11,Enrolled
0,1,1,0,5,12,2,11,Enrolled
0,1,1,1,7,13,8,14,Graduate
0,1,1,0,3,10,1,10,Dropout
0,1,1,0,6,12,6,14,Graduate
0,1,1,1,6,13,6,12,Enrolled
0,1,1,1,0,0,0,0,Enrolled
1,0,1,0,0,0,0,0,Dropout
0,1,1,0,5,14,4,13,Graduate
0,1,1,0,6,12,2,14,Dropout
0,1,1,0,10,11,7,12,Dropout
1,1,1,0,8,14,5,14,Dropout
0,0,1,0,0,0,0,0,Dropout
0,0,1,0,2,11,0,0,Dropout
0,1,1,0,6,14,5,14,Dropout
1,0,1,0,21,12,12,12,Dropout
0,1,1,0,3,11,2,12,Enrolled
0,1,1,0,2,12,3,13,Dropout
0,1,1,0,7,13,6,13,Graduate
0,1,1,1,6,13,6,13,Enrolled
0,1,1,0,0,0,2,12,Dropout
0,1,1,0,2,14,0,0,Dropout
1,0,1,0,11,15,10,15,Dropout
0,1,1,0,5,12,5,12,Enrolled
0,0,1,0,5,14,4,15,Enrolled
0,1,1,0,2,14,1,13,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,4,13,3,11,Dropout
0,1,1,0,0,0,0,0,Dropout
0,0,1,0,0,0,0,0,Dropout
0,1,1,1,6,13,5,13,Graduate
0,1,1,0,3,11,5,11,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,0,1,0,3,12,2,11,Dropout
0,1,1,0,6,12,6,14,Graduate
0,1,1,0,6,13,4,13,Graduate
0,1,1,0,5,11,3,11,Enrolled
0,1,1,0,6,12,0,0,Dropout
0,1,1,0,17,13,12,12,Graduate
0,1,1,0,4,12,4,11,Enrolled
1,0,1,0,5,12,5,10,Dropout
0,1,1,0,10,12,10,12,Graduate
0,1,1,0,6,13,4,12,Enrolled
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,5,11,5,13,Graduate
0,1,1,1,6,14,6,14,Graduate
0,1,1,0,4,12,2,12,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,2,15,2,14,Dropout
0,1,1,0,5,11,5,11,Graduate
0,1,1,0,3,14,3,11,Dropout
0,1,1,0,6,13,6,13,Graduate
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,6,15,6,13,Graduate
0,1,1,0,0,0,1,10,Dropout
0,1,1,0,5,11,5,11,Graduate
0,1,1,0,4,12,6,11,Graduate
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,3,14,1,14,Enrolled
0,1,1,0,6,12,5,11,Enrolled
1,1,1,1,5,11,2,11,Enrolled
0,1,1,0,5,12,5,15,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,1,6,12,6,12,Enrolled
0,0,1,0,2,13,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,1,5,13,5,14,Graduate
0,1,1,1,6,14,6,14,Graduate
0,1,1,0,6,13,8,12,Graduate
0,1,1,1,4,13,0,0,Dropout
0,1,1,0,4,15,5,15,Graduate
0,1,1,0,6,12,6,12,Graduate
0,1,1,0,5,15,5,16,Dropout
1,0,1,0,2,13,2,16,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,6,14,6,15,Graduate
0,1,1,0,4,12,0,0,Dropout
0,1,1,0,5,16,4,17,Enrolled
0,1,1,0,1,11,1,13,Dropout
0,1,1,0,7,14,7,14,Enrolled
0,1,1,0,6,10,6,11,Graduate
0,1,1,0,1,10,0,0,Dropout
0,1,1,0,0,0,1,10,Enrolled
0,0,1,0,2,11,3,11,Dropout
0,1,1,1,0,0,0,0,Graduate
1,0,1,1,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,13,5,12,Graduate
0,1,1,1,0,0,0,0,Dropout
0,1,1,1,6,14,6,14,Graduate
0,1,1,1,6,13,6,11,Graduate
0,1,1,0,4,10,5,11,Dropout
0,1,1,0,0,0,0,0,Dropout
1,1,1,0,4,15,3,13,Dropout
0,1,1,0,5,16,5,14,Enrolled
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,4,13,3,15,Enrolled
0,1,1,0,18,12,12,12,Graduate
0,1,1,0,4,13,5,13,Graduate
0,1,1,0,7,12,8,12,Graduate
0,1,1,1,9,14,7,14,Graduate
0,1,1,0,4,13,4,13,Enrolled
0,1,1,0,5,12,5,15,Graduate
0,1,1,1,0,0,0,0,Dropout
0,1,1,0,6,13,6,12,Graduate
0,1,1,0,7,14,7,14,Graduate
0,1,1,0,12,13,10,14,Graduate
0,1,1,0,4,14,5,14,Graduate
0,1,1,1,4,15,5,12,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,6,14,6,14,Graduate
0,1,1,0,0,0,0,0,Graduate
0,1,1,0,4,12,4,12,Dropout
0,1,1,0,6,15,6,15,Graduate
0,1,1,0,4,12,2,11,Dropout
1,1,1,0,1,10,1,11,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,3,10,5,13,Graduate
0,1,1,0,0,0,2,12,Enrolled
0,1,1,1,4,12,4,13,Enrolled
0,1,1,0,6,14,6,15,Graduate
1,1,1,0,13,12,11,12,Enrolled
0,1,1,0,6,14,6,14,Graduate
0,0,1,0,6,17,5,14,Enrolled
0,1,1,0,1,18,3,13,Dropout
0,1,1,0,6,11,5,12,Enrolled
0,1,1,1,0,0,0,0,Graduate
0,1,1,0,0,0,0,0,Enrolled
0,1,1,0,5,14,6,12,Enrolled
0,1,1,0,4,14,3,12,Enrolled
0,0,1,0,4,13,5,11,Dropout
0,1,1,1,4,14,4,15,Graduate
0,0,1,0,0,0,0,0,Dropout
0,0,1,0,8,11,3,11,Dropout
0,1,1,1,6,14,6,13,Graduate
0,1,1,1,5,13,6,13,Graduate
0,1,1,1,6,15,6,12,Graduate
0,1,1,0,6,13,5,15,Dropout
1,1,1,0,10,12,9,11,Enrolled
0,1,1,0,4,12,0,0,Enrolled
0,1,1,0,6,15,6,11,Graduate
0,1,1,0,5,13,3,11,Enrolled
1,0,1,0,0,0,0,0,Graduate
0,1,1,1,4,11,2,13,Dropout
0,1,1,0,0,0,0,0,Dropout
1,0,1,0,6,11,4,12,Dropout
0,1,1,0,8,13,10,12,Dropout
0,1,1,0,2,14,3,12,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,1,5,13,5,12,Graduate
0,1,1,0,3,11,3,12,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,11,5,12,Enrolled
0,1,1,0,6,14,6,15,Graduate
0,1,1,0,7,12,8,12,Graduate
0,1,1,0,4,12,4,11,Dropout
0,1,1,0,5,11,5,13,Graduate
0,0,1,0,3,12,3,11,Dropout
0,1,1,0,7,16,7,16,Graduate
1,0,1,0,4,13,4,12,Dropout
0,0,1,0,6,14,6,14,Graduate
0,1,1,0,0,0,0,0,Graduate
1,0,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,4,11,3,11,Dropout
0,1,1,0,0,0,0,0,Dropout
0,0,0,0,4,11,0,0,Dropout
0,1,0,0,3,11,4,13,Enrolled
0,1,0,0,5,12,3,11,Graduate
0,1,1,0,8,12,10,11,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,1,4,10,4,11,Dropout
0,1,1,0,15,11,14,11,Graduate
0,0,1,1,11,13,11,13,Graduate
0,1,1,0,7,14,5,13,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,6,15,5,12,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,0,1,0,0,0,0,0,Dropout
0,0,1,0,0,0,0,0,Dropout
0,1,1,1,5,11,5,12,Graduate
0,1,1,0,6,12,6,11,Dropout
0,1,1,0,7,11,5,13,Dropout
0,1,1,1,4,12,5,13,Graduate
0,1,1,1,5,16,5,16,Graduate
0,1,1,1,6,13,6,13,Dropout
0,1,1,0,4,12,3,13,Enrolled
0,1,1,0,0,0,3,12,Enrolled
0,1,1,0,5,13,5,13,Graduate
0,1,1,0,13,14,12,12,Graduate
0,1,1,1,3,12,3,13,Dropout
0,0,1,0,11,13,10,13,Dropout
0,1,1,0,1,14,0,0,Dropout
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,5,11,3,11,Enrolled
0,1,1,0,0,0,1,10,Dropout
0,1,1,0,6,19,12,18,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,6,11,4,13,Enrolled
0,1,1,0,7,14,5,16,Dropout
0,1,1,0,2,15,3,10,Graduate
1,0,1,0,0,0,0,0,Dropout
0,1,1,0,9,14,5,13,Dropout
1,0,1,0,0,0,0,0,Enrolled
1,0,1,0,4,12,0,0,Dropout
0,1,1,0,5,13,4,12,Graduate
0,1,1,0,12,15,11,13,Enrolled
0,1,1,1,0,0,0,0,Dropout
0,1,1,0,6,15,6,15,Graduate
0,1,1,0,6,15,6,14,Graduate
0,1,1,0,3,10,1,13,Enrolled
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,12,5,13,Graduate
0,1,1,0,4,12,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
1,1,1,1,0,0,0,0,Dropout
1,0,1,0,4,11,4,12,Dropout
1,1,1,0,5,12,0,0,Dropout
0,1,1,0,4,10,1,16,Enrolled
0,1,1,1,5,14,6,12,Enrolled
0,1,1,0,4,13,3,13,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,12,2,11,Enrolled
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,4,11,3,10,Dropout
0,0,1,0,0,0,0,0,Dropout
0,1,1,0,6,14,6,15,Graduate
1,0,1,0,0,0,0,0,Dropout
0,1,1,1,20,14,20,14,Graduate
0,1,1,0,6,13,5,12,Enrolled
0,1,1,0,7,12,7,11,Graduate
0,1,1,0,3,11,3,11,Dropout
0,1,1,0,0,0,0,0,Enrolled
0,1,1,1,6,13,5,12,Graduate
0,1,1,0,5,13,5,15,Graduate
0,1,1,0,10,13,11,12,Graduate
0,1,1,0,5,15,5,15,Graduate
0,0,1,0,4,12,1,12,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,3,13,2,13,Enrolled
0,1,1,1,6,15,6,13,Graduate
0,1,1,0,3,14,4,10,Enrolled
0,1,1,0,5,11,2,14,Enrolled
1,0,1,0,4,11,7,10,Dropout
0,1,1,0,6,15,5,13,Graduate
1,1,1,1,6,13,6,14,Graduate
0,1,1,0,6,13,6,14,Graduate
0,1,1,1,0,0,0,0,Graduate
0,1,0,0,6,13,6,13,Graduate
0,1,1,1,0,0,0,0,Dropout
1,1,0,0,2,10,1,15,Dropout
0,1,0,0,6,13,5,13,Graduate
0,1,0,0,3,12,6,13,Graduate
0,1,0,0,20,13,14,12,Graduate
0,1,0,1,6,13,7,13,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,1,7,14,7,14,Graduate
0,1,0,0,7,11,8,11,Graduate
0,1,1,1,6,12,5,12,Graduate
0,1,1,1,0,0,0,0,Graduate
0,1,1,0,14,14,13,14,Graduate
0,0,0,0,5,12,0,0,Dropout
0,1,0,0,4,12,5,12,Enrolled
0,1,0,0,7,13,8,13,Graduate
0,1,0,0,6,14,6,12,Graduate
0,1,0,0,6,13,5,13,Dropout
0,1,1,0,4,14,1,10,Enrolled
0,1,0,1,6,12,4,12,Graduate
0,1,0,1,7,12,7,12,Graduate
0,1,0,1,6,13,6,13,Graduate
0,1,0,1,6,12,6,14,Graduate
0,1,0,1,6,13,6,13,Graduate
0,1,0,0,6,12,6,11,Graduate
0,1,0,1,7,14,7,13,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,1,6,12,0,0,Dropout
0,1,0,0,6,13,3,11,Graduate
0,1,0,1,6,15,6,13,Dropout
0,1,0,1,7,14,8,14,Graduate
0,1,0,0,6,15,6,14,Graduate
0,1,0,1,5,12,4,13,Graduate
1,1,0,0,6,12,6,12,Graduate
0,1,0,1,6,13,6,13,Graduate
0,1,0,1,3,13,6,11,Graduate
0,1,0,1,6,13,6,13,Enrolled
0,1,0,1,6,12,6,13,Graduate
0,1,0,0,5,11,4,11,Enrolled
0,1,0,0,5,15,5,15,Enrolled
0,1,0,0,6,15,6,16,Graduate
1,1,0,0,6,14,5,13,Graduate
0,1,0,1,4,12,5,12,Graduate
0,1,0,0,2,14,0,0,Dropout
0,1,0,1,6,13,0,0,Dropout
0,1,0,1,7,13,8,15,Graduate
0,1,0,0,0,0,0,0,Dropout
0,1,0,0,3,12,4,12,Enrolled
0,1,0,0,6,16,6,14,Graduate
0,1,0,0,6,14,6,12,Graduate
0,1,0,0,8,13,8,13,Graduate
0,1,1,1,6,14,6,14,Graduate
1,1,1,1,2,10,0,0,Dropout
0,1,0,0,15,13,11,12,Graduate
0,1,0,1,6,13,6,14,Enrolled
0,1,0,0,6,13,6,12,Graduate
1,1,1,0,2,11,0,0,Dropout
1,1,1,0,3,11,3,11,Enrolled
0,1,1,0,4,11,2,11,Enrolled
0,1,0,0,4,12,5,11,Graduate
0,1,0,0,0,0,0,0,Enrolled
0,1,0,0,5,12,2,11,Enrolled
0,1,0,0,6,14,6,14,Dropout
0,1,0,0,6,14,5,13,Graduate
0,1,0,0,8,13,8,13,Graduate
0,1,0,0,2,11,0,0,Dropout
0,1,0,0,1,12,0,0,Enrolled
0,1,0,1,6,14,6,13,Graduate
0,1,1,0,6,12,6,13,Graduate
0,1,0,1,7,13,8,15,Graduate
0,1,0,0,3,11,5,11,Enrolled
1,1,0,0,5,12,5,12,Enrolled
0,1,0,1,6,14,6,15,Graduate
1,1,0,0,8,14,8,14,Graduate
0,1,0,0,7,15,8,16,Graduate
1,1,0,0,6,13,6,14,Graduate
0,1,0,0,6,15,6,15,Graduate
0,1,0,1,6,15,6,13,Graduate
0,1,0,0,9,16,7,14,Graduate
1,1,0,0,4,12,3,11,Dropout
0,1,0,0,2,11,1,10,Dropout
0,1,0,0,6,14,6,14,Graduate
0,1,0,0,6,13,6,13,Graduate
0,1,0,1,6,14,6,13,Graduate
0,0,0,0,0,0,0,0,Dropout
0,1,0,0,5,14,5,15,Graduate
0,1,0,0,4,12,4,11,Enrolled
0,1,0,0,6,14,6,14,Graduate
0,1,0,0,5,12,6,12,Graduate
0,1,0,0,3,12,3,13,Enrolled
0,1,0,0,2,11,1,11,Enrolled
0,1,0,0,3,12,2,11,Dropout
0,1,0,0,5,12,5,12,Enrolled
0,1,0,0,0,0,0,0,Dropout
1,0,0,0,6,12,6,13,Enrolled
0,1,0,0,9,11,10,12,Graduate
0,1,0,0,6,12,8,12,Dropout
0,1,0,0,2,10,1,12,Enrolled
0,1,0,1,6,13,6,12,Graduate
1,1,0,0,5,11,5,12,Dropout
0,1,0,1,0,0,0,0,Dropout
0,1,0,0,2,13,4,12,Enrolled
0,1,0,0,5,13,5,12,Enrolled
0,1,0,1,6,14,5,13,Dropout
0,1,0,0,4,12,3,11,Enrolled
0,1,0,0,6,12,6,13,Graduate
0,0,0,0,0,0,0,0,Dropout
0,1,0,0,2,11,1,13,Dropout
0,1,0,0,3,14,5,12,Graduate
0,1,0,0,5,14,5,12,Graduate
0,1,0,0,5,13,6,13,Dropout
0,1,0,0,6,11,4,13,Graduate
0,1,0,0,3,11,2,10,Dropout
0,1,0,0,6,12,8,14,Graduate
0,1,1,0,4,15,4,12,Graduate
0,1,0,0,5,16,5,16,Graduate
0,1,1,0,0,0,0,0,Dropout
0,1,1,0,5,12,3,13,Dropout
0,0,1,0,5,12,4,13,Dropout
0,1,0,1,5,12,0,0,Dropout
0,1,0,1,5,11,5,13,Graduate
0,1,0,1,6,12,5,12,Dropout
0,1,0,1,6,15,6,13,Graduate
0,1,0,0,9,12,10,12,Enrolled
0,1,0,1,6,12,6,12,Graduate
1,1,0,1,11,13,10,13,Graduate
0,1,0,0,2,11,1,11,Dropout
0,1,0,0,6,12,6,12,Graduate
0,1,1,0,0,0,1,12,Dropout
0,1,1,0,7,15,8,14,Graduate
0,1,1,0,7,12,7,12,Enrolled
0,1,1,1,4,11,4,12,Enrolled
0,1,1,0,4,13,5,14,Enrolled
0,1,1,0,2,11,1,12,Dropout
