application,course,tuition,scholarship,age,grade_1,grade_2,inflation,success
44,9119,1,0,40,14,14,1,Enrolled
39,9003,1,0,35,12,10,0,Dropout
17,9254,1,0,20,0,0,1,Dropout
1,171,1,0,20,0,0,1,Graduate
39,9500,1,0,50,12,12,1,Enrolled
1,9500,1,0,20,12,12,3,Graduate
44,9003,0,0,30,12,12,3,Dropout
43,9773,0,0,50,0,0,4,Dropout
10,9085,1,0,20,16,14,1,Graduate
1,171,1,0,20,0,0,1,Graduate
1,171,1,0,20,0,0,1,Graduate
1,9500,1,1,20,14,14,-1,Graduate
1,9130,1,0,20,14,0,1,Dropout
1,171,1,0,20,0,0,1,Enrolled
18,171,1,0,25,12,12,1,Graduate
1,9070,1,0,20,10,12,3,Enrolled
1,9085,1,0,20,12,12,1,Enrolled
1,9773,0,0,20,12,12,1,Dropout
1,171,1,0,20,0,0,1,Graduate
53,9085,1,0,20,14,14,1,Graduate
43,9773,1,0,20,14,12,1,Graduate
42,9085,1,0,25,12,12,-1,Graduate
1,9130,1,0,20,16,14,0,Graduate
17,9500,1,0,20,14,14,3,Graduate
1,9773,1,0,20,12,12,1,Graduate
44,9238,1,1,20,14,14,0,Graduate
1,9500,1,0,20,14,16,1,Graduate
1,9500,1,0,20,12,12,1,Graduate
17,9853,1,0,20,12,12,3,Enrolled
1,9500,1,0,20,14,14,3,Graduate
1,9670,1,0,20,14,14,0,Graduate
1,9500,1,0,20,12,12,-1,Graduate
1,9556,1,0,20,14,16,0,Graduate
17,8014,0,0,20,10,0,3,Dropout
1,9853,1,0,20,16,12,3,Graduate
1,9500,1,0,20,14,14,3,Graduate
17,9500,1,1,20,12,12,3,Graduate
1,9500,1,0,20,12,12,0,Graduate
1,9070,1,1,20,10,12,4,Graduate
43,9670,1,0,20,12,14,0,Enrolled
44,9085,1,0,20,14,14,0,Enrolled
1,9238,1,0,20,14,14,-1,Graduate
1,9853,1,0,20,12,10,-1,Enrolled
17,9147,1,0,20,14,12,-1,Graduate
17,9670,1,1,20,14,0,3,Dropout
17,9238,1,0,20,14,14,1,Graduate
1,9085,1,1,20,12,12,1,Graduate
17,9773,1,1,20,14,12,0,Graduate
1,9070,0,1,20,12,14,1,Enrolled
17,9500,1,1,20,14,16,1,Graduate
1,9500,1,0,20,14,14,3,Graduate
17,9670,1,0,20,14,12,1,Graduate
17,9238,1,0,20,12,12,1,Graduate
39,9500,1,1,25,14,14,-1,Graduate
1,9500,1,1,20,12,12,1,Graduate
17,9500,1,0,20,14,14,1,Graduate
17,9130,1,0,20,14,12,0,Graduate
1,9500,1,0,20,14,14,3,Graduate
39,9085,1,0,25,14,12,0,Dropout
1,9773,1,0,20,12,12,1,Graduate
1,9254,1,1,20,14,12,1,Graduate
1,9238,1,0,20,14,14,1,Graduate
1,9070,1,1,20,16,14,1,Graduate
1,9070,1,0,20,12,12,1,Graduate
1,9773,1,1,20,14,14,0,Dropout
1,9500,1,0,30,14,14,1,Graduate
1,9500,1,0,20,14,14,-1,Graduate
17,9085,1,0,20,12,14,4,Graduate
1,9773,1,1,20,14,14,-1,Graduate
18,9500,1,0,20,12,12,3,Graduate
1,9254,1,0,20,0,0,1,Dropout
43,9254,1,0,20,0,0,1,Dropout
1,171,0,0,20,0,0,1,Dropout
1,9254,1,1,20,12,12,1,Graduate
1,9500,1,0,15,12,12,1,Enrolled
18,9853,1,0,20,12,14,1,Graduate
1,9238,1,0,20,12,12,0,Enrolled
7,9500,1,0,25,14,14,1,Graduate
1,9238,1,0,20,10,12,1,Dropout
53,9085,0,0,25,14,14,1,Enrolled
1,9238,1,1,20,12,12,-1,Graduate
18,9500,1,1,20,0,0,-1,Enrolled
1,9670,1,1,20,14,14,1,Graduate
1,9500,1,1,20,12,14,0,Graduate
17,9085,1,0,20,12,10,4,Graduate
7,9003,1,0,30,14,14,3,Graduate
1,9085,1,0,20,12,14,-1,Graduate
1,9085,1,0,20,12,12,-1,Enrolled
17,9853,1,0,20,14,10,4,Enrolled
1,9670,1,0,20,14,16,0,Graduate
51,9238,1,0,20,12,12,1,Enrolled
17,9085,1,1,20,14,12,1,Graduate
17,9670,1,1,20,12,14,1,Dropout
17,9147,1,1,20,12,12,4,Graduate
1,9500,1,0,20,14,14,1,Graduate
51,9070,1,0,20,14,12,1,Dropout
1,9500,1,0,20,12,12,1,Enrolled
44,9238,1,0,20,14,12,0,Graduate
44,9085,1,0,20,14,14,0,Enrolled
1,9670,1,1,20,14,14,1,Graduate
1,9147,1,1,20,10,14,1,Graduate
17,9238,1,1,20,12,12,1,Graduate
43,9085,1,1,20,14,14,1,Graduate
1,9500,1,0,20,14,14,3,Graduate
1,9500,1,1,20,14,14,-1,Graduate
17,9254,1,1,20,12,12,4,Graduate
42,9500,1,1,30,14,14,-1,Graduate
39,9991,1,0,35,0,0,-1,Enrolled
1,9500,1,1,25,12,12,1,Graduate
1,9670,1,0,20,12,12,1,Enrolled
17,8014,1,0,20,12,12,1,Graduate
43,171,1,0,35,0,0,1,Dropout
39,8014,1,0,25,12,12,1,Enrolled
1,9147,1,0,20,12,12,1,Graduate
1,9254,1,1,20,0,0,3,Dropout
1,9238,1,0,20,12,12,3,Graduate
17,9085,1,0,20,14,14,1,Graduate
17,9773,1,0,20,12,14,0,Graduate
39,8014,1,0,25,10,0,-1,Dropout
51,9147,0,0,30,10,12,0,Graduate
39,9254,0,0,25,12,10,1,Dropout
1,9238,1,1,20,14,0,3,Dropout
51,9254,1,0,30,12,12,1,Graduate
17,9853,1,1,20,12,12,1,Dropout
7,9853,0,0,25,0,0,-1,Dropout
1,9085,1,0,20,14,14,3,Graduate
39,8014,1,0,45,14,14,1,Graduate
16,9085,1,1,20,14,12,3,Graduate
1,171,1,0,20,0,0,3,Graduate
1,9773,1,0,20,0,0,3,Dropout
18,9853,1,1,20,12,12,1,Graduate
39,9991,1,0,45,12,12,3,Graduate
39,9853,1,0,35,14,10,3,Dropout
39,9853,0,0,30,0,0,1,Dropout
39,9003,0,0,35,0,0,3,Dropout
1,9238,1,0,20,12,14,1,Graduate
39,9254,1,0,25,12,12,-1,Graduate
1,9500,1,0,20,14,14,0,Graduate
1,9254,1,0,20,12,14,1,Enrolled
1,9773,1,1,20,14,14,4,Graduate
42,9003,0,0,25,0,0,3,Dropout
39,9853,0,0,30,0,0,4,Dropout
17,171,1,0,20,0,0,1,Dropout
1,9070,1,0,20,12,12,1,Graduate
39,9991,1,0,35,12,12,-1,Enrolled
43,9500,1,0,20,12,12,0,Graduate
1,171,1,0,20,0,0,-1,Graduate
1,171,1,0,15,0,0,3,Enrolled
1,9500,1,1,20,12,12,3,Graduate
1,9773,1,0,20,14,14,4,Graduate
17,9500,1,0,20,14,14,1,Graduate
39,9254,1,0,45,12,0,4,Dropout
39,9085,1,0,25,12,12,3,Graduate
39,9991,1,0,50,0,0,4,Dropout
39,9773,1,1,50,12,14,1,Graduate
42,9500,1,0,20,14,14,3,Enrolled
17,9147,1,0,20,10,10,3,Dropout
7,9130,1,0,35,12,12,-1,Dropout
10,9670,1,0,20,12,12,-1,Graduate
1,9238,1,1,20,12,12,1,Graduate
1,9853,0,0,20,12,12,1,Dropout
57,9991,1,0,35,14,12,1,Graduate
1,9254,1,0,20,14,14,3,Graduate
1,9254,1,0,20,12,12,1,Graduate
44,9085,1,0,20,14,12,1,Graduate
1,9500,1,0,20,12,12,0,Graduate
1,9500,1,0,20,0,0,0,Dropout
17,9556,1,0,20,14,12,1,Dropout
17,9500,1,0,20,14,16,0,Graduate
1,9500,1,0,20,14,14,4,Graduate
1,9238,1,0,20,12,10,3,Graduate
17,9238,1,1,20,12,12,3,Graduate
1,9773,1,0,20,10,0,4,Dropout
1,9500,1,0,20,14,14,1,Enrolled
1,9556,1,1,20,12,14,0,Graduate
1,9070,1,1,20,14,14,1,Graduate
53,9003,1,1,25,12,12,1,Graduate
44,9085,1,0,20,14,12,1,Enrolled
1,9147,1,1,20,12,12,-1,Graduate
44,9085,0,0,20,14,12,0,Dropout
17,9500,1,1,20,14,14,0,Graduate
17,9556,1,1,20,14,14,1,Graduate
1,9500,1,0,20,14,14,4,Graduate
1,9085,1,0,20,14,12,0,Graduate
17,9147,1,0,20,12,14,1,Graduate
1,9853,1,1,20,14,16,3,Graduate
1,9254,1,1,20,14,12,1,Graduate
17,9070,1,1,15,14,12,3,Graduate
18,9853,1,0,20,12,12,3,Enrolled
17,9147,0,0,25,10,12,-1,Dropout
1,9670,1,0,20,12,12,1,Graduate
1,9500,1,0,20,12,12,3,Graduate
1,9670,1,0,20,14,14,3,Graduate
1,9085,1,1,20,14,14,1,Graduate
1,9238,1,1,20,14,14,1,Graduate
17,9238,1,1,20,14,16,0,Graduate
1,9238,1,0,20,12,12,1,Graduate
17,9500,1,0,20,14,14,-1,Graduate
17,9500,1,0,20,12,14,0,Graduate
1,9500,1,1,20,14,14,3,Graduate
1,9500,1,1,20,12,12,4,Graduate
1,9500,1,0,20,14,14,3,Graduate
1,9500,1,0,20,14,14,3,Graduate
1,9773,1,0,20,14,14,0,Graduate
1,9773,1,1,20,14,14,1,Graduate
1,9773,0,0,20,0,0,4,Dropout
7,8014,1,0,30,0,0,1,Dropout
17,9130,1,0,20,16,16,0,Dropout
1,9500,1,1,20,12,12,3,Graduate
39,9670,0,0,25,12,12,-1,Dropout
1,9500,1,0,20,14,14,3,Graduate
1,9085,1,0,20,12,12,-1,Enrolled
1,9500,1,0,20,16,16,4,Graduate
1,9500,1,0,20,16,16,3,Graduate
17,9853,0,0,30,16,16,4,Dropout
43,9130,1,0,20,12,12,3,Graduate
7,9500,1,0,25,0,0,0,Dropout
1,9238,1,0,20,12,12,1,Graduate
18,9500,1,1,20,14,14,-1,Graduate
17,9254,1,0,20,12,12,0,Dropout
17,9773,1,0,20,12,12,3,Enrolled
18,8014,1,0,20,10,12,0,Graduate
1,9500,1,1,20,14,14,3,Graduate
1,9773,0,0,20,12,10,3,Dropout
1,9238,1,1,20,12,14,0,Graduate
43,9500,1,1,20,12,14,0,Enrolled
16,9070,1,0,20,16,12,-1,Enrolled
1,9773,1,0,20,14,14,-1,Graduate
17,9085,1,0,20,12,12,1,Enrolled
44,9085,1,0,20,14,14,0,Graduate
44,9085,1,0,20,14,16,4,Enrolled
17,9003,1,1,20,16,14,1,Graduate
1,9556,1,0,20,16,16,4,Graduate
1,9238,1,0,20,10,12,1,Graduate
17,9853,1,0,20,12,12,1,Dropout
17,9670,1,0,20,0,0,1,Dropout
1,9238,1,0,20,12,12,1,Graduate
1,9500,1,0,20,12,12,-1,Dropout
1,9773,1,0,20,12,14,3,Graduate
17,171,1,0,20,0,0,1,Enrolled
17,9085,0,1,20,14,0,3,Dropout
1,9147,1,0,20,10,12,0,Graduate
1,9147,1,1,20,12,12,-1,Graduate
17,9238,1,0,20,12,0,0,Dropout
1,171,1,0,20,0,0,0,Graduate
43,9254,1,1,20,0,10,1,Dropout
17,9500,1,1,20,14,14,0,Dropout
1,9500,0,0,20,12,12,-1,Dropout
1,171,1,1,20,0,0,1,Dropout
1,9070,1,0,20,12,14,1,Graduate
1,9085,1,0,20,12,12,1,Enrolled
1,9238,1,1,20,12,12,0,Graduate
1,9147,1,0,20,12,12,3,Graduate
17,9500,1,1,20,14,14,0,Graduate
1,9500,1,0,20,14,14,4,Graduate
39,9254,1,0,25,0,0,3,Dropout
17,9070,0,0,20,12,12,3,Graduate
1,9773,1,0,20,12,12,1,Graduate
17,9556,1,1,20,12,14,3,Graduate
1,9147,0,1,20,14,12,-1,Dropout
17,9500,1,0,20,12,12,0,Enrolled
17,9085,1,0,20,14,12,1,Graduate
17,9238,1,0,20,12,14,1,Graduate
1,171,1,0,20,0,0,4,Graduate
39,8014,1,0,40,12,14,1,Graduate
17,9130,0,0,20,12,14,1,Enrolled
1,9070,1,1,20,14,12,3,Graduate
1,9254,1,0,20,12,12,1,Graduate
10,9085,1,0,20,14,14,1,Graduate
1,9238,1,1,20,12,14,0,Graduate
1,9853,1,0,20,14,14,1,Graduate
44,9085,1,0,20,12,12,1,Enrolled
1,9500,1,0,20,14,14,3,Graduate
42,9238,1,0,20,14,14,3,Graduate
1,9070,1,0,20,14,16,1,Graduate
1,9500,1,1,20,16,16,3,Graduate
17,171,1,0,20,0,0,-1,Enrolled
44,9085,1,0,20,16,14,0,Graduate
1,9853,1,0,20,14,14,-1,Graduate
17,9254,1,1,20,12,10,3,Dropout
1,9500,1,1,20,14,14,1,Graduate
17,9670,0,0,20,12,10,3,Dropout
17,9238,1,0,20,0,0,1,Dropout
17,9500,1,0,25,14,14,1,Graduate
1,9773,1,0,20,14,16,4,Graduate
44,9238,1,0,20,12,14,1,Graduate
17,9500,1,1,20,14,14,1,Graduate
1,9147,1,0,20,12,12,1,Graduate
18,9500,1,0,20,12,12,0,Graduate
17,9670,1,0,20,16,18,0,Graduate
1,9500,1,0,20,14,14,4,Graduate
44,9085,1,0,20,14,12,0,Graduate
7,9070,1,0,35,16,12,1,Graduate
1,9085,0,0,25,14,0,3,Dropout
43,9238,1,1,20,12,12,0,Graduate
1,171,1,0,20,0,0,-1,Graduate
1,9070,1,0,20,16,14,3,Graduate
43,8014,1,0,30,12,10,3,Dropout
17,9500,1,0,20,14,14,0,Graduate
1,9773,1,0,20,12,12,-1,Graduate
17,171,1,0,20,0,0,3,Dropout
17,9238,1,1,20,10,10,1,Graduate
43,9500,1,1,20,14,14,0,Graduate
42,9853,1,0,20,12,12,1,Dropout
17,9238,1,0,20,12,10,3,Enrolled
17,9254,1,1,20,12,12,-1,Graduate
1,9070,1,1,20,12,12,0,Enrolled
1,9500,1,1,20,14,14,-1,Graduate
17,9254,1,1,20,12,12,-1,Graduate
17,9773,1,0,20,12,12,4,Dropout
17,171,1,1,20,0,0,3,Enrolled
1,9500,1,0,20,0,0,0,Dropout
39,9003,0,0,35,16,16,1,Dropout
17,9119,1,0,20,12,12,0,Enrolled
1,171,1,1,20,0,0,0,Graduate
1,9773,1,1,20,12,12,3,Enrolled
17,9147,1,0,20,10,12,1,Enrolled
43,9070,1,0,20,12,10,0,Enrolled
1,9147,1,0,20,12,10,4,Dropout
39,9556,1,0,25,0,0,1,Dropout
39,8014,0,0,30,12,0,1,Dropout
39,9500,1,0,25,12,12,3,Graduate
17,9254,1,0,20,12,12,3,Graduate
7,171,1,0,35,0,0,3,Dropout
5,9070,1,0,20,14,12,0,Graduate
44,9119,1,1,20,14,14,1,Enrolled
1,9147,0,0,20,0,0,1,Dropout
43,9147,1,0,20,0,14,0,Enrolled
17,9147,1,1,20,12,10,1,Enrolled
1,9773,0,0,20,0,0,1,Dropout
1,9500,1,0,20,14,14,4,Graduate
1,9070,1,0,20,14,14,-1,Graduate
1,9119,1,0,20,10,12,1,Enrolled
1,9238,1,0,20,12,14,0,Dropout
44,9003,1,0,20,16,16,1,Graduate
1,9773,1,0,20,12,12,1,Enrolled
18,9556,1,0,20,14,14,1,Graduate
16,9147,1,0,20,12,12,1,Dropout
7,9773,1,0,25,14,14,1,Graduate
1,9070,1,0,20,14,14,4,Graduate
39,9500,1,0,25,12,12,4,Graduate
1,9500,1,0,20,12,14,0,Graduate
43,9119,1,0,20,12,12,0,Enrolled
17,171,0,0,20,0,0,-1,Dropout
1,9500,1,1,20,14,14,1,Graduate
43,9254,1,0,20,10,10,3,Dropout
1,9670,1,0,20,14,14,1,Graduate
43,9003,1,0,25,0,0,3,Dropout
39,9773,1,0,45,14,14,4,Dropout
1,9070,1,0,20,12,10,0,Graduate
1,171,1,0,20,0,0,1,Graduate
1,171,1,0,20,0,0,0,Dropout
43,9147,1,0,30,10,0,3,Dropout
43,9254,1,0,20,12,12,3,Dropout
17,9254,1,1,20,10,12,3,Enrolled
1,171,1,1,20,0,0,1,Graduate
1,9254,1,0,20,12,14,1,Enrolled
39,9254,0,0,25,0,0,0,Dropout
39,9130,1,0,25,12,12,0,Enrolled
39,9085,0,0,25,0,0,1,Enrolled
39,9254,1,0,30,14,12,0,Graduate
39,9991,1,0,35,10,12,3,Enrolled
43,9119,1,0,20,12,10,0,Enrolled
17,9500,1,1,20,14,14,1,Graduate
39,9254,1,0,50,10,10,3,Dropout
17,9238,1,0,20,12,14,1,Graduate
17,9500,1,1,20,12,12,3,Enrolled
43,9500,1,1,20,0,0,-1,Enrolled
44,9119,0,0,25,0,0,0,Dropout
1,9130,1,0,20,14,14,1,Graduate
44,9238,1,0,20,12,14,0,Dropout
16,171,1,0,25,12,12,1,Dropout
7,9085,1,0,25,14,14,1,Dropout
39,9119,0,0,50,0,0,1,Dropout
39,9991,0,0,30,12,0,4,Dropout
39,9254,1,0,55,14,14,0,Dropout
7,33,0,0,25,12,12,1,Dropout
44,9003,1,0,20,10,12,3,Enrolled
7,9070,1,0,30,12,12,4,Dropout
39,8014,1,0,40,12,14,4,Graduate
1,9670,1,1,20,14,12,1,Enrolled
43,9147,1,0,20,0,12,3,Dropout
1,9254,1,0,35,14,0,3,Dropout
39,9003,0,0,30,16,16,1,Dropout
1,9853,1,0,40,12,12,3,Enrolled
18,9085,0,0,20,14,14,1,Enrolled
7,9003,1,0,50,14,14,3,Dropout
1,9147,1,0,20,0,0,1,Dropout
43,9500,1,0,20,12,10,0,Dropout
39,9991,1,0,60,0,0,0,Dropout
7,9991,0,0,35,0,0,3,Dropout
17,9070,1,1,25,14,12,-1,Graduate
39,9991,1,0,45,12,12,0,Dropout
1,8014,1,0,35,0,0,-1,Dropout
39,171,1,0,35,0,0,1,Dropout
1,9991,0,0,20,12,10,3,Dropout
39,8014,1,0,50,12,14,1,Graduate
51,9773,1,0,25,14,12,1,Graduate
1,9070,1,0,20,12,12,3,Enrolled
43,8014,1,0,45,12,0,0,Dropout
43,9003,1,0,30,14,12,3,Graduate
44,9003,1,0,20,12,10,3,Enrolled
1,9254,0,0,20,12,10,1,Dropout
43,9238,1,0,20,12,12,0,Graduate
1,9070,1,0,20,14,12,0,Enrolled
42,9147,0,0,50,0,0,1,Dropout
39,9991,1,0,40,12,14,3,Graduate
17,9254,1,1,20,14,14,1,Graduate
42,9119,1,0,20,12,12,3,Enrolled
39,9991,1,0,30,0,0,0,Dropout
42,9119,1,0,30,16,14,3,Dropout
1,9238,1,0,20,10,12,3,Graduate
18,9147,1,0,20,14,12,-1,Dropout
1,9773,1,0,20,12,14,3,Graduate
17,171,0,0,20,0,0,3,Dropout
17,9670,1,0,20,16,14,1,Graduate
43,9147,1,0,20,0,10,0,Dropout
1,9238,1,0,20,12,12,1,Graduate
1,9238,1,0,20,12,12,-1,Graduate
39,9254,0,0,25,0,0,0,Dropout
44,9119,1,0,25,14,14,1,Enrolled
17,9070,1,0,20,12,10,0,Enrolled
1,9147,1,1,20,10,12,3,Enrolled
18,9119,1,0,20,12,14,1,Enrolled
17,9147,1,0,20,0,0,1,Dropout
1,9070,1,1,20,12,12,3,Enrolled
7,9130,0,0,20,14,0,4,Dropout
43,9991,1,0,40,0,0,1,Dropout
1,9500,1,0,20,0,0,1,Dropout
17,9119,1,1,20,14,14,1,Graduate
1,9238,1,1,20,14,14,0,Graduate
1,9500,1,0,20,14,12,1,Graduate
1,9147,1,1,20,12,0,3,Dropout
44,9130,1,0,20,14,14,1,Graduate
1,9238,1,0,20,12,12,1,Graduate
1,9130,1,0,20,16,16,4,Dropout
39,9119,0,0,30,14,16,0,Dropout
39,9991,1,0,30,0,0,4,Dropout
1,9070,1,0,20,0,0,3,Dropout
17,9254,1,0,20,14,14,0,Graduate
39,9238,1,0,50,12,0,1,Dropout
43,9070,1,0,40,16,16,0,Enrolled
39,9991,1,0,30,12,14,-1,Dropout
39,9500,1,0,25,14,14,3,Enrolled
18,9238,1,0,20,10,10,4,Graduate
39,9119,1,0,35,10,0,1,Dropout
51,9119,1,0,20,0,10,3,Enrolled
39,9991,0,0,40,10,10,-1,Dropout
1,171,1,1,20,0,0,4,Graduate
39,9070,0,1,45,0,0,3,Dropout
43,8014,1,0,35,0,0,3,Dropout
39,9003,1,0,30,0,0,0,Dropout
39,9003,1,0,35,14,12,1,Graduate
1,171,1,1,20,0,0,-1,Dropout
1,9670,1,1,20,14,14,1,Graduate
17,9070,1,1,20,12,12,1,Graduate
43,9991,1,0,40,10,12,3,Dropout
39,9130,1,0,25,0,0,1,Dropout
17,9119,1,0,20,14,14,1,Dropout
17,9119,1,0,20,16,14,1,Enrolled
39,9003,0,0,45,0,0,3,Dropout
17,9119,1,0,20,12,14,3,Enrolled
43,9003,1,0,35,12,12,3,Graduate
17,9991,1,0,25,14,14,3,Graduate
17,9500,1,0,20,12,12,1,Graduate
53,9085,1,1,20,14,14,1,Graduate
43,9670,1,0,20,12,14,0,Enrolled
18,9119,1,0,20,12,16,1,Graduate
39,9670,1,1,30,0,0,1,Dropout
39,9254,1,0,45,12,12,1,Graduate
18,9500,1,0,20,14,14,4,Graduate
44,9130,1,0,20,12,14,0,Graduate
1,9130,1,0,20,14,14,3,Graduate
17,9670,1,1,20,14,12,4,Graduate
1,9085,1,0,20,0,0,3,Dropout
17,9670,1,0,20,14,14,1,Graduate
1,171,1,0,20,0,0,3,Graduate
44,9003,1,0,20,12,12,0,Dropout
39,9003,1,0,30,16,14,0,Graduate
17,9254,1,0,20,12,10,-1,Dropout
39,9119,1,0,25,10,12,1,Enrolled
42,9773,1,0,25,0,0,-1,Dropout
1,9147,1,0,20,10,12,1,Graduate
44,9119,1,0,20,0,12,1,Enrolled
1,9003,1,1,20,12,12,3,Enrolled
18,9773,1,0,20,14,14,1,Graduate
1,171,1,0,25,12,12,1,Enrolled
17,9130,1,0,20,14,14,1,Graduate
1,9773,0,0,30,16,14,1,Enrolled
39,9130,1,0,30,18,14,1,Dropout
44,9003,1,0,20,12,12,0,Enrolled
1,171,1,1,20,0,0,-1,Graduate
17,171,1,0,20,0,0,1,Enrolled
1,9670,1,0,20,14,12,1,Enrolled
39,9130,1,0,25,14,12,-1,Enrolled
1,9670,0,0,20,14,12,4,Dropout
39,9147,1,1,25,14,14,4,Graduate
39,9147,0,0,30,0,0,-1,Dropout
43,9991,0,0,25,12,12,3,Dropout
1,9130,1,1,20,14,12,1,Graduate
17,9254,1,1,20,12,12,0,Graduate
1,9070,1,1,20,16,12,1,Graduate
7,9119,1,0,25,14,16,1,Dropout
53,9003,1,0,20,12,12,1,Enrolled
17,9119,1,0,20,12,0,0,Enrolled
44,9070,1,0,20,14,12,1,Graduate
1,9773,1,0,20,14,10,-1,Enrolled
1,171,0,0,20,0,0,4,Graduate
17,9147,1,1,20,10,12,1,Dropout
39,9238,1,0,30,0,0,0,Dropout
39,9003,0,0,25,12,12,3,Dropout
43,9003,1,0,25,12,12,3,Dropout
1,9147,1,0,20,14,12,1,Enrolled
1,9254,1,0,25,0,0,1,Dropout
17,9147,1,1,20,12,12,0,Graduate
43,9773,1,0,20,12,12,3,Enrolled
39,9003,1,0,25,0,0,0,Dropout
1,9773,1,0,20,12,12,1,Enrolled
17,9773,1,0,20,14,14,0,Graduate
17,9500,1,0,20,12,12,0,Graduate
39,8014,1,0,45,12,12,1,Dropout
39,9991,1,0,50,12,12,3,Graduate
1,9147,0,0,20,12,12,-1,Dropout
1,9500,1,0,20,16,16,1,Graduate
1,9500,0,0,20,12,12,1,Dropout
39,8014,0,0,35,14,14,-1,Graduate
39,171,1,0,35,0,0,3,Graduate
39,9500,0,0,45,0,0,3,Dropout
18,9991,1,0,20,0,0,1,Dropout
39,9991,1,0,40,12,12,3,Dropout
7,9119,1,0,25,0,0,1,Dropout
39,8014,0,0,50,12,0,1,Dropout
39,9991,1,0,45,10,12,-1,Enrolled
39,8014,1,0,40,12,10,3,Graduate
43,9147,1,0,25,12,12,3,Graduate
43,9238,1,0,20,0,0,-1,Dropout
17,9070,1,1,25,10,12,4,Dropout
43,9991,1,0,25,10,12,-1,Graduate
53,171,0,1,20,12,12,1,Graduate
39,9003,1,0,25,14,14,1,Enrolled
39,9085,1,0,45,0,0,0,Dropout
39,9991,1,0,40,0,0,3,Dropout
39,9003,1,0,45,14,12,0,Graduate
39,9003,1,0,30,0,0,0,Dropout
39,9119,1,0,30,0,0,3,Dropout
39,9147,0,0,25,0,0,4,Dropout
39,9991,0,0,25,0,0,3,Dropout
39,9670,1,1,35,12,12,-1,Graduate
39,9003,1,0,30,12,10,3,Dropout
42,9119,1,0,35,12,14,-1,Dropout
1,9773,1,1,20,12,12,1,Graduate
1,9991,1,1,25,16,16,1,Graduate
1,9773,1,1,20,12,12,1,Dropout
17,9119,1,0,20,12,14,3,Enrolled
43,9085,1,0,20,0,12,-1,Enrolled
42,9119,1,0,20,14,12,-1,Graduate
39,9003,1,0,30,14,12,3,Graduate
1,9119,1,1,20,12,12,1,Dropout
7,9003,0,0,30,12,12,3,Dropout
43,9670,1,0,35,14,0,-1,Dropout
18,9147,0,0,25,0,0,1,Dropout
39,8014,1,0,40,12,12,3,Enrolled
43,9670,1,0,35,0,10,-1,Dropout
39,9003,1,0,30,18,18,0,Graduate
1,9853,1,0,20,0,0,3,Dropout
39,9500,1,0,35,12,12,0,Enrolled
7,9991,1,0,45,14,16,1,Dropout
39,9254,1,0,55,16,10,0,Graduate
39,9119,0,0,30,0,0,1,Dropout
7,9991,1,0,30,14,12,4,Dropout
1,171,0,0,20,0,0,-1,Enrolled
39,9003,0,0,45,12,0,3,Dropout
1,9085,1,0,20,12,12,4,Graduate
15,171,1,0,20,16,14,1,Enrolled
18,9119,1,1,20,0,0,-1,Dropout
44,9003,1,0,20,14,16,0,Graduate
39,9070,1,0,55,14,14,1,Graduate
1,9147,1,0,25,10,14,3,Enrolled
17,9119,1,0,20,0,0,1,Dropout
1,9147,1,0,20,12,14,1,Graduate
39,9773,1,0,45,12,0,3,Dropout
18,9254,1,0,20,0,0,0,Dropout
1,171,1,0,20,0,0,-1,Dropout
17,9254,1,1,20,0,0,1,Dropout
39,9991,0,0,30,12,12,1,Dropout
39,9130,1,0,45,12,0,0,Dropout
1,9119,1,0,20,10,16,1,Enrolled
44,9003,1,1,20,14,12,3,Enrolled
43,9070,1,0,20,12,12,1,Dropout
39,9147,1,0,35,0,0,1,Dropout
44,9130,1,0,20,12,12,0,Enrolled
39,9085,0,0,30,0,0,4,Dropout
1,9670,1,0,20,12,10,1,Dropout
39,9003,0,0,25,0,0,0,Dropout
1,9773,1,0,20,14,16,3,Graduate
39,8014,0,0,45,0,0,0,Dropout
43,9500,1,1,30,14,14,3,Graduate
1,9254,1,0,25,12,12,3,Enrolled
1,9500,1,0,20,12,12,1,Graduate
1,9147,1,0,25,10,12,-1,Dropout
43,171,1,0,20,0,0,3,Enrolled
1,9070,1,1,20,12,12,1,Graduate
39,9991,1,0,35,14,14,1,Graduate
53,9003,1,0,20,12,12,1,Graduate
39,9147,1,0,45,14,14,3,Graduate
39,9003,0,0,45,12,12,3,Dropout
39,9670,1,0,40,0,0,4,Dropout
18,9147,1,0,20,0,0,1,Dropout
17,9147,1,0,20,12,12,-1,Enrolled
1,9254,1,1,20,14,12,1,Graduate
17,9773,1,0,20,14,10,-1,Enrolled
1,9147,1,0,20,10,14,1,Enrolled
51,8014,0,0,25,10,10,1,Dropout
39,9003,1,0,30,16,12,0,Graduate
1,9773,1,1,20,12,14,0,Graduate
39,9773,1,0,30,14,14,3,Graduate
1,171,1,1,20,0,0,1,Graduate
1,8014,1,0,45,14,12,-1,Graduate
39,171,1,1,25,0,0,3,Dropout
39,9238,1,0,40,10,16,0,Dropout
44,9085,1,0,20,14,14,1,Graduate
39,8014,1,0,45,12,14,1,Graduate
51,33,1,0,25,14,12,1,Graduate
39,9500,1,1,35,12,14,1,Graduate
18,9853,1,0,20,0,0,1,Dropout
1,9500,1,1,20,14,14,4,Graduate
1,9556,1,0,20,12,12,4,Graduate
39,8014,1,1,35,12,12,0,Graduate
